Data e hora,Pressão - PC 52 (mca),Pressao - PM D52 (mca),Vazao (L/s),Ano,Mes,Dia,Dia da Semana,Horario,Turno,Estacao
2021-03-15T09:00:00Z,0.4,0.4,217.500686645508,2021,3,15,Segunda,09:00:00,Manha,Verao
2021-03-15T09:15:00Z,0.4,0.4,188.691635131836,2021,3,15,Segunda,09:15:00,Manha,Verao
2021-03-15T09:30:00Z,0.4,0.4,250.01335144043,2021,3,15,Segunda,09:30:00,Manha,Verao
2021-03-15T09:45:00Z,0.4,0.4,212.685302734375,2021,3,15,Segunda,09:45:00,Manha,Verao
2021-03-15T10:00:00Z,0.4,0.4,222.335311889648,2021,3,15,Segunda,10:00:00,Manha,Verao
2021-03-15T10:15:00Z,0.4,0.4,227.282501220703,2021,3,15,Segunda,10:15:00,Manha,Verao
2021-03-15T10:30:00Z,0.4,0.4,217.40544128418,2021,3,15,Segunda,10:30:00,Manha,Verao
2021-03-15T10:45:00Z,0.4,0.4,192.320785522461,2021,3,15,Segunda,10:45:00,Manha,Verao
2021-03-15T11:00:00Z,0.4,0.4,212.8759765625,2021,3,15,Segunda,11:00:00,Manha,Verao
2021-03-15T11:15:00Z,0.4,0.4,196.089935302734,2021,3,15,Segunda,11:15:00,Manha,Verao
2021-03-15T11:30:00Z,0.4,0.4,227.287231445313,2021,3,15,Segunda,11:30:00,Manha,Verao
2021-03-15T11:45:00Z,0.4,0.4,204.092056274414,2021,3,15,Segunda,11:45:00,Manha,Verao
2021-03-15T12:00:00Z,0.4,0.3,185.196914672852,2021,3,15,Segunda,12:00:00,Tarde,Verao
2021-03-15T12:15:00Z,0.4,0.4,208.347106933594,2021,3,15,Segunda,12:15:00,Tarde,Verao
2021-03-15T12:30:00Z,0.4,0.3,204.09587097168,2021,3,15,Segunda,12:30:00,Tarde,Verao
2021-03-15T12:45:00Z,0.4,0.4,227.118667602539,2021,3,15,Segunda,12:45:00,Tarde,Verao
2021-03-15T13:00:00Z,0.4,0.4,181.829284667969,2021,3,15,Segunda,13:00:00,Tarde,Verao
2021-03-15T13:15:00Z,0.4,0.4,238.113586425781,2021,3,15,Segunda,13:15:00,Tarde,Verao
2021-03-15T13:30:00Z,0.4,0.4,212.7861328125,2021,3,15,Segunda,13:30:00,Tarde,Verao
2021-03-15T13:45:00Z,0.4,0.4,217.40544128418,2021,3,15,Segunda,13:45:00,Tarde,Verao
2021-03-15T14:00:00Z,0.4,0.3,232.685958862305,2021,3,15,Segunda,14:00:00,Tarde,Verao
2021-03-15T14:15:00Z,0.4,0.3,208.352416992188,2021,3,15,Segunda,14:15:00,Tarde,Verao
2021-03-15T14:30:00Z,0.4,0.4,227.396057128906,2021,3,15,Segunda,14:30:00,Tarde,Verao
2021-03-15T14:45:00Z,0.4,0.4,227.247817993164,2021,3,15,Segunda,14:45:00,Tarde,Verao
2021-03-15T15:00:00Z,0.4,0.4,196.088760375977,2021,3,15,Segunda,15:00:00,Tarde,Verao
2021-03-15T15:15:00Z,0.4,0.4,227.279342651367,2021,3,15,Segunda,15:15:00,Tarde,Verao
2021-03-15T15:30:00Z,0.4,0.4,208.479675292969,2021,3,15,Segunda,15:30:00,Tarde,Verao
2021-03-15T15:45:00Z,0.4,0.4,200.0146484375,2021,3,15,Segunda,15:45:00,Tarde,Verao
2021-03-15T16:00:00Z,0.4,0.4,238.108383178711,2021,3,15,Segunda,16:00:00,Tarde,Verao
2021-03-15T16:15:00Z,0.4,0.3,238.049575805664,2021,3,15,Segunda,16:15:00,Tarde,Verao
2021-03-15T16:30:00Z,0.4,0.4,208.347106933594,2021,3,15,Segunda,16:30:00,Tarde,Verao
2021-03-15T16:45:00Z,0.5,0.5,196.085235595703,2021,3,15,Segunda,16:45:00,Tarde,Verao
2021-03-15T17:00:00Z,1.3,1.5,232.575317382813,2021,3,15,Segunda,17:00:00,Tarde,Verao
2021-03-15T17:15:00Z,1.6,3.6,217.354965209961,2021,3,15,Segunda,17:15:00,Tarde,Verao
2021-03-15T17:30:00Z,1.7,4.6,208.352416992188,2021,3,15,Segunda,17:30:00,Tarde,Verao
2021-03-15T17:45:00Z,1.8,4.7,204.094604492188,2021,3,15,Segunda,17:45:00,Tarde,Verao
2021-03-15T18:00:00Z,2,4.9,232.57861328125,2021,3,15,Segunda,18:00:00,Noite,Verao
2021-03-15T18:15:00Z,2.1,5,208.348434448242,2021,3,15,Segunda,18:15:00,Noite,Verao
2021-03-15T18:30:00Z,2.4,5.2,185.196914672852,2021,3,15,Segunda,18:30:00,Noite,Verao
2021-03-15T18:45:00Z,2.7,5.4,192.31965637207,2021,3,15,Segunda,18:45:00,Noite,Verao
2021-03-15T19:00:00Z,3,6,204.094604492188,2021,3,15,Segunda,19:00:00,Noite,Verao
2021-03-15T19:15:00Z,3.2,6.4,212.78059387207,2021,3,15,Segunda,19:15:00,Noite,Verao
2021-03-15T19:30:00Z,3.5,6.9,217.503570556641,2021,3,15,Segunda,19:30:00,Noite,Verao
2021-03-15T19:45:00Z,3.6,7.2,208.286193847656,2021,3,15,Segunda,19:45:00,Noite,Verao
2021-03-15T20:00:00Z,3.8,7.4,181.830291748047,2021,3,15,Segunda,20:00:00,Noite,Verao
2021-03-15T20:15:00Z,3.8,7.6,200.013427734375,2021,3,15,Segunda,20:15:00,Noite,Verao
2021-03-15T20:30:00Z,4,7.8,212.874603271484,2021,3,15,Segunda,20:30:00,Noite,Verao
2021-03-15T20:45:00Z,4.2,7.9,199.962173461914,2021,3,15,Segunda,20:45:00,Noite,Verao
2021-03-15T21:00:00Z,4.3,7.9,204.094604492188,2021,3,15,Segunda,21:00:00,Noite,Verao
2021-03-15T21:15:00Z,4.6,8.2,208.278244018555,2021,3,15,Segunda,21:15:00,Noite,Verao
2021-03-15T21:30:00Z,4.3,8.5,208.347106933594,2021,3,15,Segunda,21:30:00,Noite,Verao
2021-03-15T21:45:00Z,3,9.1,163.944107055664,2021,3,15,Segunda,21:45:00,Noite,Verao
2021-03-15T22:00:00Z,3.2,6.7,204.094604492188,2021,3,15,Segunda,22:00:00,Noite,Verao
2021-03-15T22:15:00Z,3.6,5.7,196.091094970703,2021,3,15,Segunda,22:15:00,Noite,Verao
2021-03-15T22:30:00Z,4.1,5.9,188.691635131836,2021,3,15,Segunda,22:30:00,Noite,Verao
2021-03-15T22:45:00Z,4.3,6.2,158.740463256836,2021,3,15,Segunda,22:45:00,Noite,Verao
2021-03-15T23:00:00Z,4.5,6.9,192.320785522461,2021,3,15,Segunda,23:00:00,Noite,Verao
2021-03-15T23:15:00Z,4.3,7,192.320785522461,2021,3,15,Segunda,23:15:00,Noite,Verao
2021-03-15T23:30:00Z,4.1,7.2,166.677688598633,2021,3,15,Segunda,23:30:00,Noite,Verao
2021-03-15T23:45:00Z,3.2,6.2,175.450424194336,2021,3,15,Segunda,23:45:00,Noite,Verao
2021-03-16T00:00:00Z,3,6.1,185.195861816406,2021,3,16,Terca,00:00:00,Madrugada,Verao
2021-03-16T00:15:00Z,3,4.6,200.046401977539,2021,3,16,Terca,00:15:00,Madrugada,Verao
2021-03-16T00:30:00Z,3.1,4.5,156.310516357422,2021,3,16,Terca,00:30:00,Madrugada,Verao
2021-03-16T00:45:00Z,3.2,4.5,156.259094238281,2021,3,16,Terca,00:45:00,Madrugada,Verao
2021-03-16T01:00:00Z,3.3,4.7,185.197952270508,2021,3,16,Terca,01:00:00,Madrugada,Verao
2021-03-16T01:15:00Z,3.5,4.7,172.351577758789,2021,3,16,Terca,01:15:00,Madrugada,Verao
2021-03-16T01:30:00Z,3.7,4.9,175.448547363281,2021,3,16,Terca,01:30:00,Madrugada,Verao
2021-03-16T01:45:00Z,3.9,5.1,114.949630737305,2021,3,16,Terca,01:45:00,Madrugada,Verao
2021-03-16T02:00:00Z,4.1,5.4,156.310516357422,2021,3,16,Terca,02:00:00,Madrugada,Verao
2021-03-16T02:15:00Z,4.4,5.8,147.032684326172,2021,3,16,Terca,02:15:00,Madrugada,Verao
2021-03-16T02:30:00Z,4.6,6.1,136.99397277832,2021,3,16,Terca,02:30:00,Madrugada,Verao
2021-03-16T02:45:00Z,4.1,6.3,126.548652648926,2021,3,16,Terca,02:45:00,Madrugada,Verao
2021-03-16T03:00:00Z,4,6,140.854644775391,2021,3,16,Terca,03:00:00,Madrugada,Verao
2021-03-16T03:15:00Z,4.1,5.6,192.317398071289,2021,3,16,Terca,03:15:00,Madrugada,Verao
2021-03-16T03:30:00Z,4.2,5.6,192.326431274414,2021,3,16,Terca,03:30:00,Madrugada,Verao
2021-03-16T03:45:00Z,4.4,5.7,185.196914672852,2021,3,16,Terca,03:45:00,Madrugada,Verao
2021-03-16T04:00:00Z,4.6,5.8,156.259841918945,2021,3,16,Terca,04:00:00,Madrugada,Verao
2021-03-16T04:15:00Z,4.7,5.9,185.195861816406,2021,3,16,Terca,04:15:00,Madrugada,Verao
2021-03-16T04:30:00Z,5,6.1,129.876617431641,2021,3,16,Terca,04:30:00,Madrugada,Verao
2021-03-16T04:45:00Z,5.3,6.4,149.263656616211,2021,3,16,Terca,04:45:00,Madrugada,Verao
2021-03-16T05:00:00Z,5.4,6.6,169.502212524414,2021,3,16,Terca,05:00:00,Madrugada,Verao
2021-03-16T05:15:00Z,5.4,6.9,142.809204101563,2021,3,16,Terca,05:15:00,Madrugada,Verao
2021-03-16T05:30:00Z,5.6,6.9,175.441986083984,2021,3,16,Terca,05:30:00,Madrugada,Verao
2021-03-16T05:45:00Z,5.6,7,181.828277587891,2021,3,16,Terca,05:45:00,Madrugada,Verao
2021-03-16T06:00:00Z,5.9,7,185.200042724609,2021,3,16,Terca,06:00:00,Manha,Verao
2021-03-16T06:15:00Z,6,7.5,175.449493408203,2021,3,16,Terca,06:15:00,Manha,Verao
2021-03-16T06:30:00Z,6,8,188.689453125,2021,3,16,Terca,06:30:00,Manha,Verao
2021-03-16T07:00:00Z,8.2,7.7,227.291961669922,2021,3,16,Terca,07:00:00,Manha,Verao
2021-03-16T07:30:00Z,9,11.5,204.090774536133,2021,3,16,Terca,07:30:00,Manha,Verao
2021-03-16T07:45:00Z,7,11.9,208.230606079102,2021,3,16,Terca,07:45:00,Manha,Verao
2021-03-16T08:00:00Z,7,10.8,212.878753662109,2021,3,16,Terca,08:00:00,Manha,Verao
2021-03-16T08:15:00Z,7.5,10.5,217.40544128418,2021,3,16,Terca,08:15:00,Manha,Verao
2021-03-16T08:30:00Z,8.4,12,227.287231445313,2021,3,16,Terca,08:30:00,Manha,Verao
2021-03-16T08:45:00Z,8.6,13.3,204.090774536133,2021,3,16,Terca,08:45:00,Manha,Verao
2021-03-16T09:00:00Z,7.6,13.6,232.573654174805,2021,3,16,Terca,09:00:00,Manha,Verao
2021-03-16T09:15:00Z,8.6,12.8,232.572006225586,2021,3,16,Terca,09:15:00,Manha,Verao
2021-03-16T09:30:00Z,8.9,12.6,212.87321472168,2021,3,16,Terca,09:30:00,Manha,Verao
2021-03-16T09:45:00Z,8.2,12.8,212.776458740234,2021,3,16,Terca,09:45:00,Manha,Verao
2021-03-16T10:00:00Z,7.9,12.7,208.343139648438,2021,3,16,Terca,10:00:00,Manha,Verao
2021-03-16T10:15:00Z,6.5,11.7,188.616683959961,2021,3,16,Terca,10:15:00,Manha,Verao
2021-03-16T10:30:00Z,2.4,11.9,227.293533325195,2021,3,16,Terca,10:30:00,Manha,Verao
2021-03-16T10:45:00Z,2.2,3.7,250.011444091797,2021,3,16,Terca,10:45:00,Manha,Verao
2021-03-16T11:00:00Z,2.1,3.3,204.09587097168,2021,3,16,Terca,11:00:00,Manha,Verao
2021-03-16T11:15:00Z,2,3,166.677688598633,2021,3,16,Terca,11:15:00,Manha,Verao
2021-03-16T11:30:00Z,1.9,2.9,43.1063690185547,2021,3,16,Terca,11:30:00,Manha,Verao
2021-03-16T11:45:00Z,1.9,2.8,41.1552810668945,2021,3,16,Terca,11:45:00,Manha,Verao
2021-03-16T12:00:00Z,1.9,2.8,42.3836708068848,2021,3,16,Terca,12:00:00,Tarde,Verao
2021-03-16T12:15:00Z,1.9,3.2,42.1965217590332,2021,3,16,Terca,12:15:00,Tarde,Verao
2021-03-16T12:30:00Z,1.8,2.7,42.0197410583496,2021,3,16,Terca,12:30:00,Tarde,Verao
2021-03-16T12:45:00Z,1.8,2.8,42.7380104064941,2021,3,16,Terca,12:45:00,Tarde,Verao
2021-03-16T13:00:00Z,1.8,2.7,42.3758316040039,2021,3,16,Terca,13:00:00,Tarde,Verao
2021-03-16T13:15:00Z,1.5,2.6,42.3758811950684,2021,3,16,Terca,13:15:00,Tarde,Verao
2021-03-16T13:30:00Z,1.4,2.4,43.2931785583496,2021,3,16,Terca,13:30:00,Tarde,Verao
2021-03-16T13:45:00Z,1.3,2.3,42.9216804504395,2021,3,16,Terca,13:45:00,Tarde,Verao
2021-03-16T14:00:00Z,1.3,2.2,42.9212303161621,2021,3,16,Terca,14:00:00,Tarde,Verao
2021-03-16T14:15:00Z,1.3,2.1,40.0027809143066,2021,3,16,Terca,14:15:00,Tarde,Verao
2021-03-16T14:30:00Z,1.3,2.1,42.1970100402832,2021,3,16,Terca,14:30:00,Tarde,Verao
2021-03-16T14:45:00Z,1.3,2.1,270.184692382813,2021,3,16,Terca,14:45:00,Tarde,Verao
2021-03-16T15:00:00Z,1.4,2.1,303.039825439453,2021,3,16,Terca,15:00:00,Tarde,Verao
2021-03-16T15:15:00Z,1.4,2.1,263.177764892578,2021,3,16,Terca,15:15:00,Tarde,Verao
2021-03-16T15:30:00Z,1.4,2.1,222.237289428711,2021,3,16,Terca,15:30:00,Tarde,Verao
2021-03-16T15:45:00Z,5.9,2.1,256.416687011719,2021,3,16,Terca,15:45:00,Tarde,Verao
2021-03-16T16:00:00Z,6.4,7.7,232.573654174805,2021,3,16,Terca,16:00:00,Tarde,Verao
2021-03-16T16:15:00Z,6.5,8.7,222.240310668945,2021,3,16,Terca,16:15:00,Tarde,Verao
2021-03-16T16:30:00Z,7.1,8.9,250.017166137695,2021,3,16,Terca,16:30:00,Tarde,Verao
2021-03-16T16:45:00Z,7.2,9.8,222.232772827148,2021,3,16,Terca,16:45:00,Tarde,Verao
2021-03-16T17:00:00Z,7.6,10.2,238.108383178711,2021,3,16,Terca,17:00:00,Tarde,Verao
2021-03-16T17:15:00Z,8.2,10.6,222.238800048828,2021,3,16,Terca,17:15:00,Tarde,Verao
2021-03-16T17:30:00Z,8.6,11.1,222.237289428711,2021,3,16,Terca,17:30:00,Tarde,Verao
2021-03-16T17:45:00Z,8.9,11.3,212.72673034668,2021,3,16,Terca,17:45:00,Tarde,Verao
2021-03-16T18:00:00Z,9.4,11.5,185.197952270508,2021,3,16,Terca,18:00:00,Noite,Verao
2021-03-16T18:30:00Z,10.2,12.4,208.345779418945,2021,3,16,Terca,18:30:00,Noite,Verao
2021-03-16T18:45:00Z,10.8,12.7,188.691635131836,2021,3,16,Terca,18:45:00,Noite,Verao
2021-03-16T19:00:00Z,10.6,13.4,227.394485473633,2021,3,16,Terca,19:00:00,Noite,Verao
2021-03-16T19:15:00Z,9.9,13.5,172.423233032227,2021,3,16,Terca,19:15:00,Noite,Verao
2021-03-16T19:30:00Z,9.4,12.7,208.437225341797,2021,3,16,Terca,19:30:00,Noite,Verao
2021-03-16T19:45:00Z,9.8,12,217.360733032227,2021,3,16,Terca,19:45:00,Noite,Verao
2021-03-16T20:00:00Z,9.9,11.6,208.349761962891,2021,3,16,Terca,20:00:00,Noite,Verao
2021-03-16T20:15:00Z,10,11.8,212.620452880859,2021,3,16,Terca,20:15:00,Noite,Verao
2021-03-16T20:30:00Z,10,11.9,178.579025268555,2021,3,16,Terca,20:30:00,Noite,Verao
2021-03-16T20:45:00Z,5.3,12.2,208.344467163086,2021,3,16,Terca,20:45:00,Noite,Verao
2021-03-16T21:00:00Z,4.5,10.6,217.503570556641,2021,3,16,Terca,21:00:00,Noite,Verao
2021-03-16T21:15:00Z,4,5.9,208.186935424805,2021,3,16,Terca,21:15:00,Noite,Verao
2021-03-16T21:30:00Z,4,5.3,200.013427734375,2021,3,16,Terca,21:30:00,Noite,Verao
2021-03-16T21:45:00Z,4.2,5,181.829284667969,2021,3,16,Terca,21:45:00,Noite,Verao
2021-03-16T22:00:00Z,4.5,5.2,192.317398071289,2021,3,16,Terca,22:00:00,Noite,Verao
2021-03-16T22:15:00Z,4.6,5.5,200.010986328125,2021,3,16,Terca,22:15:00,Noite,Verao
2021-03-16T22:30:00Z,4.7,5.7,208.435897827148,2021,3,16,Terca,22:30:00,Noite,Verao
2021-03-16T22:45:00Z,5,5.8,169.501342773438,2021,3,16,Terca,22:45:00,Noite,Verao
2021-03-16T23:00:00Z,5.3,6,204.090774536133,2021,3,16,Terca,23:00:00,Noite,Verao
2021-03-16T23:15:00Z,5.6,6.1,217.310287475586,2021,3,16,Terca,23:15:00,Noite,Verao
2021-03-16T23:30:00Z,5.8,6.3,222.338317871094,2021,3,16,Terca,23:30:00,Noite,Verao
2021-03-16T23:45:00Z,6.2,6.7,199.974365234375,2021,3,16,Terca,23:45:00,Noite,Verao
2021-03-17T00:00:00Z,6.5,7.2,232.575317382813,2021,3,17,Quarta,00:00:00,Madrugada,Verao
2021-03-17T00:15:00Z,6.6,7.6,208.288833618164,2021,3,17,Quarta,00:15:00,Madrugada,Verao
2021-03-17T00:30:00Z,4.6,7.9,212.78337097168,2021,3,17,Quarta,00:30:00,Madrugada,Verao
2021-03-17T00:45:00Z,2.8,6.3,163.945755004883,2021,3,17,Quarta,00:45:00,Madrugada,Verao
2021-03-17T01:00:00Z,2.5,3.9,188.692718505859,2021,3,17,Quarta,01:00:00,Madrugada,Verao
2021-03-17T01:15:00Z,2.3,3.2,188.68620300293,2021,3,17,Quarta,01:15:00,Madrugada,Verao
2021-03-17T01:30:00Z,2,3,172.428665161133,2021,3,17,Quarta,01:30:00,Madrugada,Verao
2021-03-17T01:45:00Z,1.4,2.6,196.089935302734,2021,3,17,Quarta,01:45:00,Madrugada,Verao
2021-03-17T02:00:00Z,1.2,2.3,172.425033569336,2021,3,17,Quarta,02:00:00,Madrugada,Verao
2021-03-17T02:15:00Z,1.1,1.8,166.671752929688,2021,3,17,Quarta,02:15:00,Madrugada,Verao
2021-03-17T02:30:00Z,1.1,1.6,175.435394287109,2021,3,17,Quarta,02:30:00,Madrugada,Verao
2021-03-17T02:45:00Z,1.1,1.6,175.444793701172,2021,3,17,Quarta,02:45:00,Madrugada,Verao
2021-03-17T03:00:00Z,1.5,1.6,200.096481323242,2021,3,17,Quarta,03:00:00,Madrugada,Verao
2021-03-17T03:15:00Z,1.9,1.8,175.450424194336,2021,3,17,Quarta,03:15:00,Madrugada,Verao
2021-03-17T03:30:00Z,2.1,2.2,133.342010498047,2021,3,17,Quarta,03:30:00,Madrugada,Verao
2021-03-17T03:45:00Z,2.4,2.5,158.714324951172,2021,3,17,Quarta,03:45:00,Madrugada,Verao
2021-03-17T04:00:00Z,3.3,2.8,192.31965637207,2021,3,17,Quarta,04:00:00,Madrugada,Verao
2021-03-17T04:15:00Z,4,3.6,144.934066772461,2021,3,17,Quarta,04:15:00,Madrugada,Verao
2021-03-17T04:30:00Z,4.3,4.4,181.73649597168,2021,3,17,Quarta,04:30:00,Madrugada,Verao
2021-03-17T04:45:00Z,4.1,5,158.654373168945,2021,3,17,Quarta,04:45:00,Madrugada,Verao
2021-03-17T05:00:00Z,4.2,5.1,172.42594909668,2021,3,17,Quarta,05:00:00,Madrugada,Verao
2021-03-17T05:15:00Z,11.9,5,161.300323486328,2021,3,17,Quarta,05:15:00,Madrugada,Verao
2021-03-17T05:30:00Z,16.9,7.3,185.269165039063,2021,3,17,Quarta,05:30:00,Madrugada,Verao
2021-03-17T05:45:00Z,17,19.4,188.483245849609,2021,3,17,Quarta,05:45:00,Madrugada,Verao
2021-03-17T06:00:00Z,15.9,19.6,192.31852722168,2021,3,17,Quarta,06:00:00,Manha,Verao
2021-03-17T06:15:00Z,15.4,19.1,212.643905639648,2021,3,17,Quarta,06:15:00,Manha,Verao
2021-03-17T06:30:00Z,15.7,17.8,222.122802734375,2021,3,17,Quarta,06:30:00,Manha,Verao
2021-03-17T06:45:00Z,14.5,18.2,232.48454284668,2021,3,17,Quarta,06:45:00,Manha,Verao
2021-03-17T07:00:00Z,13.8,17.8,232.468063354492,2021,3,17,Quarta,07:00:00,Manha,Verao
2021-03-17T07:15:00Z,13.1,17.2,238.014984130859,2021,3,17,Quarta,07:15:00,Manha,Verao
2021-03-17T07:30:00Z,12.9,16.4,222.235794067383,2021,3,17,Quarta,07:30:00,Manha,Verao
2021-03-17T07:45:00Z,12.6,15.8,238.111846923828,2021,3,17,Quarta,07:45:00,Manha,Verao
2021-03-17T08:00:00Z,11.9,15.1,217.503570556641,2021,3,17,Quarta,08:00:00,Manha,Verao
2021-03-17T08:15:00Z,12.5,14.3,232.573654174805,2021,3,17,Quarta,08:15:00,Manha,Verao
2021-03-17T08:30:00Z,11.9,14,249.851318359375,2021,3,17,Quarta,08:30:00,Manha,Verao
2021-03-17T08:45:00Z,11.4,14.7,222.237289428711,2021,3,17,Quarta,08:45:00,Manha,Verao
2021-03-17T09:00:00Z,11.3,14.5,244.041946411133,2021,3,17,Quarta,09:00:00,Manha,Verao
2021-03-17T09:15:00Z,10.9,14.1,232.573654174805,2021,3,17,Quarta,09:15:00,Manha,Verao
2021-03-17T09:30:00Z,10.6,13.7,208.353729248047,2021,3,17,Quarta,09:30:00,Manha,Verao
2021-03-17T09:45:00Z,10.3,13.4,208.349761962891,2021,3,17,Quarta,09:45:00,Manha,Verao
2021-03-17T10:00:00Z,10.3,13.2,227.396057128906,2021,3,17,Quarta,10:00:00,Manha,Verao
2021-03-17T10:15:00Z,10.4,13.2,227.343994140625,2021,3,17,Quarta,10:15:00,Manha,Verao
2021-03-17T10:30:00Z,10.6,12.7,217.406875610352,2021,3,17,Quarta,10:30:00,Manha,Verao
2021-03-17T10:45:00Z,10.7,13.1,243.918426513672,2021,3,17,Quarta,10:45:00,Manha,Verao
2021-03-17T11:00:00Z,10.9,13.2,250.017166137695,2021,3,17,Quarta,11:00:00,Manha,Verao
2021-03-17T11:15:00Z,10.9,13.3,217.379486083984,2021,3,17,Quarta,11:15:00,Manha,Verao
2021-03-17T11:30:00Z,10.5,13.7,227.290374755859,2021,3,17,Quarta,11:30:00,Manha,Verao
2021-03-17T11:45:00Z,10,13.8,212.78059387207,2021,3,17,Quarta,11:45:00,Manha,Verao
2021-03-17T12:00:00Z,10.5,13.4,227.288803100586,2021,3,17,Quarta,12:00:00,Tarde,Verao
2021-03-17T12:15:00Z,10,13.3,232.568695068359,2021,3,17,Quarta,12:15:00,Tarde,Verao
2021-03-17T12:30:00Z,9.5,13.3,244.041946411133,2021,3,17,Quarta,12:30:00,Tarde,Verao
2021-03-17T12:45:00Z,10.2,12.6,222.235794067383,2021,3,17,Quarta,12:45:00,Tarde,Verao
2021-03-17T13:00:00Z,10.3,12.5,222.237289428711,2021,3,17,Quarta,13:00:00,Tarde,Verao
2021-03-17T13:15:00Z,10.4,12.4,217.337677001953,2021,3,17,Quarta,13:15:00,Tarde,Verao
2021-03-17T13:30:00Z,11.5,12.4,244.043762207031,2021,3,17,Quarta,13:30:00,Tarde,Verao
2021-03-17T13:45:00Z,11.7,12.7,227.293533325195,2021,3,17,Quarta,13:45:00,Tarde,Verao
2021-03-17T14:00:00Z,11.5,13.8,227.394485473633,2021,3,17,Quarta,14:00:00,Tarde,Verao
2021-03-17T14:15:00Z,11.1,13.9,238.106658935547,2021,3,17,Quarta,14:15:00,Tarde,Verao
2021-03-17T14:30:00Z,10.7,13.5,232.576965332031,2021,3,17,Quarta,14:30:00,Tarde,Verao
2021-03-17T14:45:00Z,10.5,13.1,238.042663574219,2021,3,17,Quarta,14:45:00,Tarde,Verao
2021-03-17T15:00:00Z,10.3,12.9,217.285781860352,2021,3,17,Quarta,15:00:00,Tarde,Verao
2021-03-17T15:15:00Z,10,12.9,217.409774780273,2021,3,17,Quarta,15:15:00,Tarde,Verao
2021-03-17T15:30:00Z,9.9,12.6,256.4287109375,2021,3,17,Quarta,15:30:00,Tarde,Verao
2021-03-17T15:45:00Z,9.6,12.4,212.844177246094,2021,3,17,Quarta,15:45:00,Tarde,Verao
2021-03-17T16:00:00Z,9.7,12.4,250.148864746094,2021,3,17,Quarta,16:00:00,Tarde,Verao
2021-03-17T16:15:00Z,9.4,12.3,232.572006225586,2021,3,17,Quarta,16:15:00,Tarde,Verao
2021-03-17T16:30:00Z,9.9,12.2,232.572006225586,2021,3,17,Quarta,16:30:00,Tarde,Verao
2021-03-17T16:45:00Z,9.5,12.6,238.111846923828,2021,3,17,Quarta,16:45:00,Tarde,Verao
2021-03-17T17:00:00Z,9.3,13,222.339828491211,2021,3,17,Quarta,17:00:00,Tarde,Verao
2021-03-17T17:15:00Z,9,12.6,227.161178588867,2021,3,17,Quarta,17:15:00,Tarde,Verao
2021-03-17T17:30:00Z,8.7,12.1,232.572006225586,2021,3,17,Quarta,17:30:00,Tarde,Verao
2021-03-17T17:45:00Z,8.4,11.6,208.46110534668,2021,3,17,Quarta,17:45:00,Tarde,Verao
2021-03-17T18:00:00Z,7.8,11,222.237289428711,2021,3,17,Quarta,18:00:00,Noite,Verao
2021-03-17T18:15:00Z,7.9,10.8,208.21208190918,2021,3,17,Quarta,18:15:00,Noite,Verao
2021-03-17T18:30:00Z,7.9,10.2,217.392456054688,2021,3,17,Quarta,18:30:00,Noite,Verao
2021-03-17T18:45:00Z,8,10.5,212.775085449219,2021,3,17,Quarta,18:45:00,Noite,Verao
2021-03-17T19:00:00Z,8,10.5,217.404006958008,2021,3,17,Quarta,19:00:00,Noite,Verao
2021-03-17T19:15:00Z,9.1,10.6,204.094604492188,2021,3,17,Quarta,19:15:00,Noite,Verao
2021-03-17T19:30:00Z,9.7,11.3,217.40544128418,2021,3,17,Quarta,19:30:00,Noite,Verao
2021-03-17T19:45:00Z,9.4,12.4,208.344467163086,2021,3,17,Quarta,19:45:00,Noite,Verao
2021-03-17T20:00:00Z,8.4,12.5,196.087585449219,2021,3,17,Quarta,20:00:00,Noite,Verao
2021-03-17T20:15:00Z,8,11.5,200.013427734375,2021,3,17,Quarta,20:15:00,Noite,Verao
2021-03-17T20:30:00Z,7.8,11.1,212.994979858398,2021,3,17,Quarta,20:30:00,Noite,Verao
2021-03-17T20:45:00Z,7.5,10.6,140.854034423828,2021,3,17,Quarta,20:45:00,Noite,Verao
2021-03-17T21:00:00Z,7.2,10.3,212.78059387207,2021,3,17,Quarta,21:00:00,Noite,Verao
2021-03-17T21:15:00Z,6.6,10.2,203.989135742188,2021,3,17,Quarta,21:15:00,Noite,Verao
2021-03-17T21:30:00Z,4.2,9.8,200.095260620117,2021,3,17,Quarta,21:30:00,Noite,Verao
2021-03-17T21:45:00Z,4,6.3,200.009765625,2021,3,17,Quarta,21:45:00,Noite,Verao
2021-03-17T22:00:00Z,3.9,5.6,192.325302124023,2021,3,17,Quarta,22:00:00,Noite,Verao
2021-03-17T22:15:00Z,3.8,5.4,200.01220703125,2021,3,17,Quarta,22:15:00,Noite,Verao
2021-03-17T22:30:00Z,3.9,5.2,200.009765625,2021,3,17,Quarta,22:30:00,Noite,Verao
2021-03-17T22:45:00Z,4,5.3,199.912155151367,2021,3,17,Quarta,22:45:00,Noite,Verao
2021-03-17T23:00:00Z,4.2,5.4,208.437225341797,2021,3,17,Quarta,23:00:00,Noite,Verao
2021-03-17T23:15:00Z,4.4,5.5,185.197952270508,2021,3,17,Quarta,23:15:00,Noite,Verao
2021-03-17T23:30:00Z,4.6,5.6,192.394180297852,2021,3,17,Quarta,23:30:00,Noite,Verao
