"Situação da Ligação de Água","Categoria de Imóvel","Perfil de Imóvel","Setor","CONSUMO_MEDIDO","TIPO_CONSUMO","MUNICIPIO","QUANTIDADE_ECONOMIAS","x","y"
"LIGADO","RESIDENCIAL","NORMAL",611,20,"REAL","RECIFE",1,-3886114.30709612,-908454.10318267
"LIGADO","COMERCIAL","NORMAL",611,49,"REAL","RECIFE",1,-3885664.38900262,-908446.465428052
"LIGADO","COMERCIAL","NORMAL",612,0,"REAL","JABOATAO DOS GUARARAPES",1,NA,NA
"SUPRIMIDO","RESIDENCIAL","NORMAL",612,NA,NA,"RECIFE",1,-3886734.79425676,-910063.873115438
"LIGADO","RESIDENCIAL","NORMAL",612,87,"REAL","RECIFE",6,-3886344.92590409,-909921.005407846
"LIGADO","RESIDENCIAL","GRANDE",611,140,"REAL","RECIFE",19,-3885725.84292751,-908464.972543773
"CORTADO","RESIDENCIAL","NORMAL",613,NA,"MEDIA HD","RECIFE",1,-3886261.6013728,-908494.171813018
"LIGADO","RESIDENCIAL","NORMAL",613,0,"REAL","RECIFE",1,-3886722.74837466,-908073.135637489
"CORTADO","RESIDENCIAL","NORMAL",613,0,"CONS CORT","RECIFE",3,-3886040.59199724,-908781.50837129
"LIGADO","COMERCIAL","NORMAL",613,31,"ESTIMADO","RECIFE",1,-3886713.32829671,-909407.84975258
"LIGADO","RESIDENCIAL","NORMAL",613,135,"REAL","RECIFE",9,-3886582.01949892,-909268.765120417
"LIGADO","RESIDENCIAL","CORPORATIVO",611,281,"REAL","RECIFE",65,-3885212.06329116,-908527.621739509
"LIGADO","RESIDENCIAL","GRANDE",611,993,"REAL","RECIFE",78,-3885556.87185167,-908121.109257857
"LIGADO","RESIDENCIAL","NORMAL",613,1,"MEDIA HD","RECIFE",2,-3886375.43857651,-907833.428316005
"LIGADO","RESIDENCIAL","NORMAL",612,NA,"MEDIA HD","JABOATAO DOS GUARARAPES",2,NA,NA
"LIGADO","COMERCIAL","NORMAL",613,25,"REAL","RECIFE",1,-3886520.84687838,-909385.65896727
"LIGADO","RESIDENCIAL","NORMAL",613,0,"MEDIA HD","RECIFE",2,-3886068.40160979,-908747.324399169
"LIGADO","RESIDENCIAL","NORMAL",613,19,"REAL","RECIFE",1,-3886409.70549877,-908290.913971689
"LIGADO","RESIDENCIAL","NORMAL",611,18,"ESTIMADO","RECIFE",1,-3886124.82778988,-908244.642439491
"SUPRIMIDO","COMERCIAL","NORMAL",611,NA,NA,"RECIFE",1,-3885258.85098446,-908271.872114654
"LIGADO","RESIDENCIAL","NORMAL",611,1,"REAL","RECIFE",1,-3885897.11119236,-908548.747980236
"LIGADO","RESIDENCIAL","NORMAL",613,153,"REAL","RECIFE",8,-3886387.62138159,-908084.982319115
"CORTADO","COMERCIAL","NORMAL",611,NA,"CONS CORT","RECIFE",1,-3886018.21611167,-908601.2301521
"SUPRIMIDO","COMERCIAL","NORMAL",613,NA,NA,"RECIFE",1,-3886638.92513205,-909039.468995979
"LIGADO","RESIDENCIAL","NORMAL",611,9,"REAL","RECIFE",1,-3885659.32285259,-908689.259531555
"LIGADO","RESIDENCIAL","NORMAL",611,10,"REAL","RECIFE",2,-3885973.59669941,-909209.716746332
"LIGADO","RESIDENCIAL","NORMAL",611,7,"REAL","RECIFE",1,-3885688.52740968,-908747.967733081
"LIGADO","RESIDENCIAL","NORMAL",613,0,"REAL","RECIFE",1,-3886595.99243272,-909332.125572891
"CORTADO","COMERCIAL","NORMAL",611,NA,"CONS CORT","RECIFE",2,-3885319.04488404,-908469.157730345
"LIGADO","RESIDENCIAL","NORMAL",611,16,"ESTIMADO","RECIFE",2,-3885319.5684196,-908460.348687845
"CORTADO","COMERCIAL","NORMAL",611,NA,"MED IMOV","RECIFE",3,-3885322.1745202,-908433.320635094
"CORTADO","RESIDENCIAL","NORMAL",611,NA,"MEDIA HD","RECIFE",1,-3885318.75879295,-908475.971225716
"SUPRIMIDO","COMERCIAL","NORMAL",611,NA,NA,"RECIFE",1,-3885321.38125751,-908446.930635994
"LIGADO","RESIDENCIAL","NORMAL",613,NA,"MEDIA HD","RECIFE",1,-3886752.2959071,-909615.705569368
"SUPRIMIDO","RESIDENCIAL","NORMAL",612,NA,NA,"RECIFE",13,-3886959.02688818,-910040.64967415
"LIGADO","COMERCIAL","GRANDE",611,37,"REAL","RECIFE",16,-3885185.48732121,-907927.418368275
"SUPRIMIDO","RESIDENCIAL","NORMAL",613,NA,NA,"RECIFE",1,-3886587.85798357,-908011.870763893
"LIGADO","COMERCIAL","NORMAL",611,6,"ESTIMADO","RECIFE",1,-3885834.18462192,-909244.214474505
"LIGADO","RESIDENCIAL","NORMAL",613,19,"REAL","RECIFE",1,-3886346.77024541,-907905.222014669
"LIGADO","RESIDENCIAL","NORMAL",612,15,"REAL","JABOATAO DOS GUARARAPES",1,NA,NA
"CORTADO","RESIDENCIAL","NORMAL",612,NA,"CONS CORT","JABOATAO DOS GUARARAPES",1,NA,NA
"SUPRIMIDO","RESIDENCIAL","NORMAL",612,NA,NA,"JABOATAO DOS GUARARAPES",1,NA,NA
"LIGADO","RESIDENCIAL","NORMAL",612,NA,"N MEDIDO","JABOATAO DOS GUARARAPES",2,NA,NA
"LIGADO","RESIDENCIAL","NORMAL",612,0,"REAL","JABOATAO DOS GUARARAPES",1,NA,NA
"LIGADO","COMERCIAL","NORMAL",611,0,"REAL","RECIFE",1,-3885885.60955125,-909293.846668749
"SUPRIMIDO","COMERCIAL","NORMAL",613,NA,NA,"RECIFE",1,-3886609.04653545,-907867.343741494
"LIGADO","COMERCIAL","NORMAL",611,7,"REAL","RECIFE",3,-3885320.95089636,-908451.989674233
"LIGADO","COMERCIAL","NORMAL",611,35,"ESTIMADO","RECIFE",1,-3885689.865136,-909375.022273967
"LIGADO","RESIDENCIAL","NORMAL",611,19,"ESTIMADO","RECIFE",1,-3886108.02767497,-908168.664503319
"LIGADO","RESIDENCIAL","GRANDE",611,423,"REAL","RECIFE",22,-3885693.44183124,-909150.663276841
"LIGADO","RESIDENCIAL","GRANDE",612,28,"REAL","RECIFE",32,-3885861.89237714,-909774.613062195
"LIGADO","COMERCIAL","NORMAL",613,26,"REAL","RECIFE",1,-3886625.78074922,-909278.80578968
"LIGADO","COMERCIAL","NORMAL",613,21,"REAL","RECIFE",1,-3886976.75340389,-909441.690569409
"CORTADO","COMERCIAL","NORMAL",613,NA,"MEDIA HD","RECIFE",1,-3886974.80419961,-909428.080155588
"CORTADO","RESIDENCIAL","NORMAL",612,0,"CONS CORT","RECIFE",2,-3886795.95819438,-910083.602040641
"LIGADO","RESIDENCIAL","NORMAL",613,7,"REAL","RECIFE",1,-3886030.94115398,-908816.391592601
"LIGADO","RESIDENCIAL","NORMAL",612,14,"REAL","RECIFE",1,-3886740.61582085,-910077.055269359
"CORTADO","RESIDENCIAL","NORMAL",611,NA,"CONS CORT","RECIFE",1,-3885714.1705223,-908740.309350079
"LIGADO","RESIDENCIAL","NORMAL",612,58,"REAL","RECIFE",6,-3886301.64254836,-909819.14706491
"LIGADO","RESIDENCIAL","NORMAL",613,6,"REAL","RECIFE",1,-3886458.79516782,-908256.271013017
"LIGADO","RESIDENCIAL","NORMAL",613,21,"REAL","RECIFE",1,-3886202.4525406,-908898.7839643
"LIGADO","RESIDENCIAL","NORMAL",613,10,"REAL","RECIFE",1,-3886638.17483868,-909509.888552036
"CORTADO","RESIDENCIAL","NORMAL",612,NA,"CONS CORT","JABOATAO DOS GUARARAPES",1,-3886909.7817058,-909836.971473919
"LIGADO","RESIDENCIAL","NORMAL",612,14,"REAL","JABOATAO DOS GUARARAPES",1,-3887041.5662831,-909822.301511586
"CORTADO","COMERCIAL","NORMAL",611,0,"REAL","RECIFE",1,-3885704.67274334,-908362.808816776
"LIGADO","COMERCIAL","NORMAL",613,0,"REAL","RECIFE",1,-3886579.48074661,-907751.016413317
"CORTADO","RESIDENCIAL","NORMAL",613,0,"CONS CORT","RECIFE",2,-3886722.58540293,-907961.852031007
"CORTADO","COMERCIAL","NORMAL",613,0,"CONS CORT","RECIFE",1,-3886483.33610616,-908622.299189768
"LIGADO","RESIDENCIAL","NORMAL",611,NA,"MEDIA HD","RECIFE",1,-3885626.26875619,-908388.120271768
"LIGADO","COMERCIAL","NORMAL",611,5,"REAL","RECIFE",1,-3885283.78554852,-908221.45220918
"LIGADO","RESIDENCIAL","NORMAL",611,1,"REAL","RECIFE",1,-3885280.81799354,-908219.142373966
"CORTADO","RESIDENCIAL","NORMAL",611,0,"CONS CORT","RECIFE",1,-3885279.89849454,-908222.935087237
"CORTADO","RESIDENCIAL","NORMAL",611,0,"CONS CORT","RECIFE",1,-3885276.16673125,-908224.228936901
"LIGADO","COMERCIAL","NORMAL",611,4,"REAL","RECIFE",1,-3885273.0428837,-908221.800579252
"CORTADO","COMERCIAL","NORMAL",611,NA,"CONS CORT","RECIFE",1,-3885272.0947756,-908225.740939598
"SUP. PARC. PEDIDO","RESIDENCIAL","NORMAL",611,NA,NA,"RECIFE",1,-3885268.05821955,-908227.109343692
"SUP. PARC. PEDIDO","RESIDENCIAL","NORMAL",611,NA,NA,"RECIFE",1,-3885265.15767889,-908224.379957248
"LIGADO","RESIDENCIAL","NORMAL",611,NA,"MEDIA HD","RECIFE",1,-3885264.47462249,-908228.327064818
"LIGADO","RESIDENCIAL","NORMAL",611,5,"REAL","RECIFE",1,-3885279.02597238,-908209.361925088
"CORTADO","RESIDENCIAL","NORMAL",611,5,"REAL","RECIFE",1,-3885278.62266186,-908212.863841914
"LIGADO","RESIDENCIAL","NORMAL",611,5,"REAL","RECIFE",1,-3885275.03884217,-908214.245852062
"SUPRIMIDO","RESIDENCIAL","NORMAL",611,NA,NA,"RECIFE",1,-3885272.28090179,-908211.774314167
"LIGADO","RESIDENCIAL","NORMAL",611,66,"FIX ESPEC","RECIFE",1,-3885271.22648357,-908215.472456393
"LIGADO","RESIDENCIAL","NORMAL",611,5,"REAL","RECIFE",1,-3885268.53477828,-908213.000805975
"CORTADO","RESIDENCIAL","NORMAL",611,0,"CONS CORT","RECIFE",1,-3885267.47624125,-908216.569630824
"LIGADO","RESIDENCIAL","NORMAL",611,10,"REAL","RECIFE",1,-3885264.81180924,-908214.057385907
"LIGADO","RESIDENCIAL","NORMAL",611,11,"REAL","RECIFE",1,-3885263.59397401,-908217.98245238
"LIGADO","RESIDENCIAL","NORMAL",611,NA,"CONS CORT","RECIFE",1,-3885261.09819102,-908215.376761458
"LIGADO","RESIDENCIAL","NORMAL",613,10,"REAL","RECIFE",1,-3886483.38931687,-908360.553400283
"SUPRIMIDO","RESIDENCIAL","NORMAL",613,NA,NA,"RECIFE",1,-3886573.64905244,-908178.889682671
"CORTADO","COMERCIAL","NORMAL",613,0,"CONS CORT","RECIFE",1,-3886749.55421937,-908003.204284175
"LIGADO","RESIDENCIAL","NORMAL",611,37,"REAL","RECIFE",2,-3885980.95436115,-909206.600239046
"LIGADO","RESIDENCIAL","NORMAL",612,64,"REAL","RECIFE",6,-3886358.9143113,-909954.495415558
"LIGADO","RESIDENCIAL","GRANDE",611,731,"REAL","RECIFE",56,-3886031.59326356,-909350.04930984
"LIGADO","RESIDENCIAL","NORMAL",613,NA,"N MEDIDO","RECIFE",2,-3886066.75786619,-908723.899561876
"LIGADO","RESIDENCIAL","NORMAL",613,56,"REAL","RECIFE",1,-3886290.99995976,-908789.424949717
"LIGADO","RESIDENCIAL","NORMAL",611,5,"REAL","RECIFE",1,-3886083.60852015,-908448.172989724
"LIGADO","RESIDENCIAL","GRANDE",611,382,"REAL","RECIFE",24,-3886131.56729449,-909373.849165645
"LIGADO","RESIDENCIAL","NORMAL",613,16,"REAL","RECIFE",1,-3886165.48545278,-908942.645089098
"LIGADO","RESIDENCIAL","NORMAL",613,99,"REAL","RECIFE",12,-3886285.76671918,-908875.735311412
"SUPRIMIDO","RESIDENCIAL","NORMAL",613,NA,NA,"RECIFE",1,NA,NA
"LIGADO","RESIDENCIAL","NORMAL",612,1,"REAL","RECIFE",6,-3885858.03927561,-910055.892326317
"CORTADO","RESIDENCIAL","NORMAL",611,NA,"MEDIA HD","RECIFE",4,-3885733.4516147,-908021.745177721
"SUPRIMIDO","RESIDENCIAL","NORMAL",613,NA,NA,"RECIFE",12,-3886651.53161911,-908940.091758814
"SUPRIMIDO","RESIDENCIAL","NORMAL",611,NA,NA,"RECIFE",1,-3885559.32466533,-908404.330450642
"LIGADO","RESIDENCIAL","NORMAL",612,44,"REAL","RECIFE",6,-3886315.90580339,-909852.653415132
"LIGADO","RESIDENCIAL","NORMAL",611,0,"CONS CORT","RECIFE",12,-3885935.6261777,-908950.039694541
"LIGADO","RESIDENCIAL","NORMAL",613,4,"REAL","RECIFE",1,-3886534.50566857,-908272.720325894
"LIGADO","RESIDENCIAL","NORMAL",613,13,"REAL","RECIFE",1,-3886603.22664114,-908009.221679387
"LIGADO","RESIDENCIAL","NORMAL",611,5,"REAL","RECIFE",1,-3886130.39087011,-908284.537260662
"LIGADO","RESIDENCIAL","GRANDE",611,405,"REAL","RECIFE",20,-3885018.54248274,-908052.834212303
"LIGADO","RESIDENCIAL","GRANDE",611,481,"REAL","RECIFE",48,-3885794.67544221,-909491.836105054
"LIGADO","RESIDENCIAL","NORMAL",611,55,"REAL","RECIFE",1,-3885804.32394775,-908903.805044587
"LIGADO","RESIDENCIAL","NORMAL",613,NA,"MEDIA HD","RECIFE",1,-3886730.01252803,-907989.617019528
"LIGADO","COMERCIAL","NORMAL",613,7,"REAL","RECIFE",1,-3886519.31534482,-909368.600653299
"LIGADO","RESIDENCIAL","NORMAL",613,7,"REAL","RECIFE",1,-3886446.95244379,-908719.783059356
"LIGADO","RESIDENCIAL","NORMAL",613,17,"REAL","RECIFE",9,-3886685.52925951,-908410.341377251
"SUPRIMIDO","RESIDENCIAL","NORMAL",611,NA,NA,"RECIFE",65,-3885812.26993301,-909193.797304607
"LIGADO","RESIDENCIAL","NORMAL",613,7,"REAL","RECIFE",2,-3886315.86149824,-908912.774979713
"CORTADO","RESIDENCIAL","NORMAL",613,NA,"CONS CORT","RECIFE",1,-3886680.25616655,-907987.472384371
"LIGADO","RESIDENCIAL","NORMAL",613,17,"REAL","RECIFE",1,-3886173.6482884,-908967.706889243
"LIGADO","RESIDENCIAL","NORMAL",611,0,"REAL","RECIFE",1,-3885866.06763728,-909091.753486177
"LIGADO","COMERCIAL","NORMAL",613,NA,"MEDIA HD","RECIFE",1,-3886733.94255133,-908421.170245626
"LIGADO","COMERCIAL","NORMAL",612,8,"REAL","RECIFE",1,-3886262.7722312,-910163.47999156
"SUPRIMIDO","RESIDENCIAL","NORMAL",612,NA,NA,"RECIFE",1,-3886604.95042346,-910122.817577043
"LIGADO","RESIDENCIAL","NORMAL",613,NA,"N MEDIDO","RECIFE",1,-3886627.69388599,-908025.363240312
"LIGADO","RESIDENCIAL","NORMAL",613,12,"REAL","RECIFE",1,-3886376.47061951,-907845.776907249
"LIGADO","RESIDENCIAL","NORMAL",612,145,"REAL","RECIFE",6,-3885876.67226593,-910096.925106052
"LIGADO","RESIDENCIAL","NORMAL",612,42,"ESTIMADO","RECIFE",6,-3885889.43382104,-910061.097961144
"SUPRIMIDO","COMERCIAL","NORMAL",613,NA,NA,"RECIFE",2,-3886274.89948785,-908944.55755674
"LIGADO","COMERCIAL","NORMAL",613,100,"REAL","RECIFE",1,-3886281.17701657,-908926.637692022
"SUPRIMIDO","RESIDENCIAL","NORMAL",611,NA,NA,"RECIFE",24,-3885735.76973178,-909028.808319691
"CORTADO","RESIDENCIAL","NORMAL",613,NA,"MEDIA HD","RECIFE",1,-3886645.95351074,-908778.779625979
"LIGADO","RESIDENCIAL","NORMAL",613,NA,"MEDIA HD","RECIFE",1,-3886649.64864992,-908793.504237181
"SUPRIMIDO","RESIDENCIAL","NORMAL",613,NA,NA,"RECIFE",1,-3886432.95168011,-908458.681720372
"LIGADO","RESIDENCIAL","NORMAL",611,76,"REAL","RECIFE",8,-3885965.90730559,-908562.062832527
"LIGADO","RESIDENCIAL","NORMAL",613,NA,"N MEDIDO","RECIFE",1,-3886628.79594895,-908015.330159484
"LIGADO","RESIDENCIAL","NORMAL",611,89,"REAL","RECIFE",1,-3886279.45913419,-909235.981487212
"LIGADO","COMERCIAL","NORMAL",613,0,"REAL","RECIFE",1,-3886419.12969554,-909378.397322076
"LIGADO","COMERCIAL","NORMAL",613,10,"REAL","RECIFE",1,-3886480.47118774,-909087.450504382
"LIGADO","RESIDENCIAL","NORMAL",612,NA,"MEDIA HD","JABOATAO DOS GUARARAPES",1,-3887066.24214066,-909969.480855442
"LIGADO","RESIDENCIAL","GRANDE",611,196,"REAL","RECIFE",22,-3885824.76766092,-909447.724237476
"SUPRIMIDO","COMERCIAL","NORMAL",612,NA,NA,"RECIFE",1,-3886455.35828986,-909895.600091962
"LIGADO","PUBLICO","NORMAL",612,68,"REAL","RECIFE",1,-3886504.60859293,-910048.883595762
"LIGADO","RESIDENCIAL","NORMAL",613,27,"ESTIMADO","RECIFE",1,-3886333.51020163,-908715.809370261
"LIGADO","COMERCIAL","NORMAL",612,0,"REAL","RECIFE",1,NA,NA
"SUPRIMIDO","COMERCIAL","NORMAL",611,NA,NA,"RECIFE",1,-3885395.27802981,-909035.420385644
"LIGADO","COMERCIAL","CORPORATIVO",611,2229,"REAL","RECIFE",124,-3885539.19676556,-908298.100437371
"LIGADO","RESIDENCIAL","NORMAL",613,7,"REAL","RECIFE",1,-3886652.2529694,-907984.863108386
"LIGADO","RESIDENCIAL","NORMAL",613,53,"REAL","RECIFE",6,-3886691.71149875,-907974.982293017
"LIGADO","COMERCIAL","NORMAL",612,22,"ESTIMADO","RECIFE",1,-3886385.47814743,-909529.022806551
"SUPRIMIDO","COMERCIAL","NORMAL",612,NA,NA,"JABOATAO DOS GUARARAPES",1,-3886843.83236591,-909822.01509128
"LIGADO","COMERCIAL","NORMAL",611,36,"REAL","RECIFE",1,-3886184.31648048,-908112.736588265
"LIGADO","PUBLICO","NORMAL",612,15,"REAL","RECIFE",1,NA,NA
"CORTADO","COMERCIAL","NORMAL",612,NA,"MED IMOV","RECIFE",1,NA,NA
"SUP. PARC. PEDIDO","RESIDENCIAL","NORMAL",612,NA,NA,"RECIFE",1,NA,NA
"SUPRIMIDO","RESIDENCIAL","NORMAL",612,NA,NA,"RECIFE",32,-3886051.33265831,-909616.601373725
"LIGADO","RESIDENCIAL","NORMAL",613,11,"ESTIMADO","RECIFE",1,-3886666.31395693,-909203.745858612
"CORTADO","RESIDENCIAL","NORMAL",613,NA,"CONS CORT","RECIFE",1,-3886677.33069033,-907998.724298424
"CORTADO","RESIDENCIAL","NORMAL",613,0,"CONS CORT","RECIFE",1,-3886591.13411619,-908021.433805074
"LIGADO","RESIDENCIAL","NORMAL",613,10,"REAL","RECIFE",1,-3886691.07998328,-908196.634053135
"LIGADO","RESIDENCIAL","NORMAL",611,15,"REAL","RECIFE",4,-3885949.57840608,-908731.172571608
"CORTADO","RESIDENCIAL","CORPORATIVO",611,651,"REAL","RECIFE",84,-3885840.28659981,-909029.445022955
"SUPRIMIDO","COMERCIAL","NORMAL",613,NA,NA,"RECIFE",1,-3886557.91137076,-909238.721280553
"LIGADO","RESIDENCIAL","NORMAL",612,2,"REAL","RECIFE",1,-3886763.01909101,-910048.670606841
"SUPRIMIDO","RESIDENCIAL","NORMAL",613,NA,NA,"RECIFE",1,-3886679.27288149,-908003.884153538
"LIGADO","RESIDENCIAL","GRANDE",611,296,"REAL","RECIFE",30,-3885663.91467027,-909072.876145596
"LIGADO","RESIDENCIAL","NORMAL",613,31,"REAL","RECIFE",4,-3886569.62963959,-908841.705888681
"LIGADO","PUBLICO","GRANDE",611,636,"REAL","RECIFE",1,-3885994.57162919,-907928.282653281
"LIGADO","RESIDENCIAL","GRANDE",611,853,"REAL","RECIFE",40,-3886094.43612174,-909201.669086958
"LIGADO","RESIDENCIAL","NORMAL",613,NA,"MEDIA HD","RECIFE",1,-3886692.68966312,-907997.358037795
"LIGADO","RESIDENCIAL","CORPORATIVO",611,783,"REAL","RECIFE",44,-3885649.63360411,-909286.915649145
"LIGADO","RESIDENCIAL","NORMAL",613,18,"REAL","RECIFE",1,-3886347.20428011,-908709.48275237
"SUPRIMIDO","COMERCIAL","NORMAL",611,NA,NA,"RECIFE",1,-3885953.98120326,-909141.485594978
"LIGADO","PUBLICO","GRANDE",611,0,"REAL","RECIFE",1,-3885408.6757758,-908205.468120455
"LIGADO","COMERCIAL","NORMAL",613,4,"REAL","RECIFE",1,-3886472.22797945,-908801.01531784
"CORTADO","COMERCIAL","NORMAL",613,0,"CONS CORT","RECIFE",1,-3886464.92608877,-908802.696579302
"LIGADO","COMERCIAL","NORMAL",613,0,"REAL","RECIFE",1,-3886487.55266584,-908797.084353126
"CORTADO","COMERCIAL","NORMAL",613,0,"CONS CORT","RECIFE",1,-3886479.20381534,-908799.418507461
"LIGADO","COMERCIAL","NORMAL",611,42,"REAL","RECIFE",1,-3885573.9033998,-908982.997644994
"LIGADO","COMERCIAL","NORMAL",613,19,"REAL","RECIFE",1,-3886457.31784686,-908360.333784775
"LIGADO","RESIDENCIAL","NORMAL",611,0,"REAL","RECIFE",1,-3885730.12805999,-908984.283532389
"LIGADO","RESIDENCIAL","NORMAL",613,16,"REAL","RECIFE",1,-3886405.28934325,-908324.063730117
"SUPRIMIDO","COMERCIAL","NORMAL",612,NA,NA,"RECIFE",1,-3886938.56514125,-910048.321660369
"LIGADO","RESIDENCIAL","NORMAL",613,21,"REAL","RECIFE",1,-3886734.55447458,-907956.355057608
"LIGADO","COMERCIAL","NORMAL",613,NA,"N MEDIDO","RECIFE",1,NA,NA
"LIGADO","RESIDENCIAL","NORMAL",611,39,"REAL","RECIFE",1,-3885825.94063439,-908435.62744511
"LIGADO","RESIDENCIAL","NORMAL",611,10,"REAL","RECIFE",1,-3885624.60953917,-907969.113560431
"LIGADO","COMERCIAL","NORMAL",612,0,"REAL","RECIFE",1,NA,NA
"SUP. PARC. PEDIDO","COMERCIAL","NORMAL",612,NA,NA,"RECIFE",1,-3887100.44828248,-909989.543166579
"SUP. PARC. PEDIDO","COMERCIAL","NORMAL",612,NA,NA,"RECIFE",1,-3887098.74765462,-909990.20676002
"LIGADO","RESIDENCIAL","NORMAL",613,NA,"MEDIA HD","RECIFE",1,-3886425.56518662,-908794.635273559
"LIGADO","COMERCIAL","NORMAL",612,15,"REAL","RECIFE",1,-3885897.36889698,-909751.93247224
"SUPRIMIDO","COMERCIAL","NORMAL",612,NA,NA,"JABOATAO DOS GUARARAPES",2,-3887061.63674201,-909791.067877395
"LIGADO","RESIDENCIAL","NORMAL",612,NA,"N MEDIDO","RECIFE",1,NA,NA
"LIGADO","RESIDENCIAL","NORMAL",613,8,"REAL","RECIFE",1,-3886141.30574618,-908810.826594333
"LIGADO","RESIDENCIAL","GRANDE",612,314,"REAL","RECIFE",24,-3885939.63290013,-909635.104359523
"LIGADO","RESIDENCIAL","GRANDE",612,30,"REAL","RECIFE",16,-3885915.87754344,-909663.342009327
"CORTADO","COMERCIAL","NORMAL",613,NA,"MED IMOV","RECIFE",1,-3886309.90412437,-908545.726989392
"LIGADO","RESIDENCIAL","GRANDE",611,706,"REAL","RECIFE",48,-3885572.27969371,-908202.409706781
"LIGADO","COMERCIAL","NORMAL",612,46,"ESTIMADO","RECIFE",1,-3885960.19171765,-909777.207935269
"LIGADO","RESIDENCIAL","GRANDE",613,180,"REAL","RECIFE",16,-3886254.22267167,-908932.802634763
"CORTADO","COMERCIAL","NORMAL",611,NA,"CONS CORT","RECIFE",1,-3885322.84321638,-908420.539960642
"LIGADO","RESIDENCIAL","GRANDE",611,594,"REAL","RECIFE",45,-3885911.30910286,-909405.199124128
"CORTADO","RESIDENCIAL","NORMAL",612,NA,"CONS CORT","RECIFE",1,NA,NA
"SUP. PARC. PEDIDO","RESIDENCIAL","NORMAL",612,NA,NA,"RECIFE",1,NA,NA
"SUP. PARC. PEDIDO","RESIDENCIAL","NORMAL",612,NA,NA,"RECIFE",1,NA,NA
"CORTADO","RESIDENCIAL","NORMAL",612,NA,"MED IMOV","RECIFE",1,NA,NA
"SUP. PARC. PEDIDO","RESIDENCIAL","NORMAL",612,NA,NA,"RECIFE",1,NA,NA
"SUP. PARC. PEDIDO","RESIDENCIAL","NORMAL",612,NA,NA,"RECIFE",1,NA,NA
"CORTADO","RESIDENCIAL","NORMAL",612,NA,"CONS CORT","RECIFE",1,NA,NA
"LIGADO","RESIDENCIAL","NORMAL",612,NA,"N MEDIDO","RECIFE",1,NA,NA
"CORTADO","RESIDENCIAL","NORMAL",612,NA,"CONS CORT","RECIFE",1,NA,NA
"LIGADO","COMERCIAL","NORMAL",611,NA,"MEDIA HD","RECIFE",1,-3885871.51962066,-908905.034141618
"CORTADO","COMERCIAL","NORMAL",613,0,"CONS CORT","RECIFE",1,-3886620.23904233,-907746.068103331
"LIGADO","RESIDENCIAL","GRANDE",611,27,"REAL","RECIFE",22,-3885860.64960634,-909429.163415371
"LIGADO","RESIDENCIAL","NORMAL",613,5,"REAL","RECIFE",1,-3886700.02862319,-908308.21690672
"SUPRIMIDO","RESIDENCIAL","NORMAL",611,NA,NA,"RECIFE",1,-3886311.94205029,-909227.267317174
"CORTADO","COMERCIAL","NORMAL",613,NA,"CONS CORT","RECIFE",1,-3886338.95962466,-908549.830993978
"LIGADO","RESIDENCIAL","NORMAL",612,NA,"N MEDIDO","RECIFE",1,NA,NA
"SUP. PARC. PEDIDO","RESIDENCIAL","NORMAL",612,NA,NA,"RECIFE",1,-3886652.68088153,-910034.407435948
"LIGADO","RESIDENCIAL","NORMAL",612,0,"REAL","RECIFE",1,NA,NA
"LIGADO","RESIDENCIAL","NORMAL",612,NA,"MED IMOV","RECIFE",1,NA,NA
"LIGADO","RESIDENCIAL","NORMAL",612,0,"REAL","RECIFE",2,-3886640.89782475,-910002.85068543
"LIGADO","RESIDENCIAL","NORMAL",612,NA,"N MEDIDO","RECIFE",1,NA,NA
"SUPRIMIDO","RESIDENCIAL","NORMAL",612,NA,NA,"RECIFE",1,NA,NA
"SUPRIMIDO","RESIDENCIAL","NORMAL",612,NA,NA,"RECIFE",1,NA,NA
"SUPRIMIDO","RESIDENCIAL","NORMAL",612,NA,NA,"RECIFE",1,-3886641.76021684,-910045.414935214
"SUPRIMIDO","RESIDENCIAL","NORMAL",612,NA,NA,"RECIFE",1,-3886638.68679702,-909994.727539841
"LIGADO","RESIDENCIAL","NORMAL",612,NA,"MED IMOV","RECIFE",1,NA,NA
"SUPRIMIDO","RESIDENCIAL","NORMAL",612,NA,NA,"RECIFE",1,NA,NA
"SUPRIMIDO","RESIDENCIAL","NORMAL",612,NA,NA,"RECIFE",1,-3886630.00131639,-910042.26002308
"CORTADO","RESIDENCIAL","NORMAL",612,NA,"MED IMOV","RECIFE",1,-3886638.290277,-910039.743065719
"LIGADO","RESIDENCIAL","NORMAL",612,NA,"MEDIA HD","RECIFE",1,NA,NA
"CORTADO","RESIDENCIAL","NORMAL",612,NA,"CONS CORT","RECIFE",1,-3886644.92402809,-910037.1168027
"LIGADO","RESIDENCIAL","NORMAL",612,4,"REAL","RECIFE",1,NA,NA
"LIGADO","RESIDENCIAL","NORMAL",612,NA,"MEDIA HD","RECIFE",1,-3886655.71333578,-910040.029937229
"SUP. PARC. PEDIDO","COMERCIAL","NORMAL",612,NA,NA,"RECIFE",1,-3886646.34324028,-910026.242676498
"CORTADO","RESIDENCIAL","NORMAL",612,NA,"MEDIA HD","RECIFE",1,-3886637.92125288,-910046.903833402
"CORTADO","RESIDENCIAL","NORMAL",612,NA,"MEDIA HD","RECIFE",1,-3886646.65949895,-910043.686171539
